packet_id,item_id,model_tag,model_id,qtype,difficulty,concept,seed
0A93F70E,MCQ_870FFEC3,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,MCQ,Easy,loops,17
074E520B,SA_537A559C,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,91
52B4DDF6,SA_23A82D77,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
68EB9CD4,SA_DE1BDB78,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,91
F9B24B9D,SA_8B54496E,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
28B3A468,SA_3CC58EE3,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
B0246D2D,SA_3CB4D5B2,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
38A85A7F,SA_CF389E4D,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
68CC3296,SA_11FA38BC,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
36349B5E,SA_8A23D6BD,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,91
438B6B2F,SA_5A229403,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
251B18FA,SA_8B54496E,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,91
8B73B282,SA_0AF9FC1E,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Easy,arithmetic,17
F7979DC2,SA_14BAEE57,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
8C7CD85B,SA_009C52AB,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
ABEF6B1B,SA_F86EDF54,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,percentages,42
1D95DCE9,SA_40763538,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
C6F83491,SA_D5D58628,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
516BC99F,SA_8B4E24A9,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,17
8342CF06,SA_C34B7538,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Medium,arithmetic,42
B95AB628,SA_BC60F882,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,SA,Easy,percentages,91
849C70BE,TF_F_9E6ED2D3,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,variables_and_types,91
B41D46B0,TF_F_3EF64973,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,variables_and_types,17
1B852A02,TF_T_C9713985,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Medium,dictionary comprehensions,91
0749E6B7,TF_T_12BEB2D9,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,control_flow,17
5B298269,TF_F_6EF7C400,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,control_flow,42
8109554F,TF_F_6E418CC3,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,tuple immutability,17
4CF5F548,TF_T_A473CD8A,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Medium,dictionaries,17
C0E98B3B,TF_F_16CA6385,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,dict comprehensions,42
EACB4042,TF_T_0E9A418C,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,variables_and_types,91
6BDFDF77,TF_F_B8E0E31B,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,control_flow,17
DAA37412,TF_T_12BEB2D9,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,control_flow,91
63DBB385,TF_F_0C624955,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Medium,string methods,17
88E0BE52,TF_F_1F953BF4,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,string methods,42
883B6186,TF_F_028A5C47,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,dictionaries,17
FBCBECBA,TF_T_F5420C21,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,list comprehensions,42
1AC88D8A,TF_F_72586590,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,lists,42
440265C4,TF_T_B7BBB0EA,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,dictionaries,42
7A02EBD0,TF_T_10DE1E40,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,operators,17
BBDE76CF,TF_T_9018C38A,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Easy,list operations,42
AC6FC326,TF_T_81633A26,deepseek-ai_DeepSeek-V3,deepseek-ai/DeepSeek-V3,TF,Hard,dict get method,91
FEC70477,Fill_2D3B8A1C,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
F9C0BD4C,Fill_222ABF69,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
468DB0CF,Fill_CE8BBF30,gemini-2_5-pro,gemini-2.5-pro,Fill,Easy,fractions,91
90035EFF,Fill_B9B7171B,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,91
E7F192C4,Fill_B2C06949,gemini-2_5-pro,gemini-2.5-pro,Fill,Easy,arithmetic,91
C23E5C94,Fill_8C4DDBF0,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
D6B94C7B,Fill_480BCF97,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
849352F4,Fill_CAE5CB13,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
57B45918,Fill_331EB71D,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,multi_step,91
8E51FE8D,Fill_0180D661,gemini-2_5-pro,gemini-2.5-pro,Fill,Easy,arithmetic,42
896E1C24,Fill_64193932,gemini-2_5-pro,gemini-2.5-pro,Fill,Easy,arithmetic,42
983F1C42,Fill_530E33FB,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,42
696FD742,Fill_08198786,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,91
69AD47C5,Fill_CAE5CB13,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,91
B719D755,Fill_6BA6EFB0,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,91
1DB44C7F,Fill_12DC020A,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
4766B99E,Fill_50FE9E19,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,multi_step,17
566F7A8D,Fill_681AB7F6,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,91
B8D2CAA5,Fill_E0E313E9,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,42
76823012,Fill_FDCB99C0,gemini-2_5-pro,gemini-2.5-pro,Fill,Medium,arithmetic,17
7E0FA5F3,MCQ_60AA97E4,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,loops,42
823FABDE,MCQ_9A65C273,gemini-2_5-pro,gemini-2.5-pro,MCQ,Easy,logical operators,17
959654A0,MCQ_355BDC50,gemini-2_5-pro,gemini-2.5-pro,MCQ,Hard,variables_and_types,17
C0007577,MCQ_911FB9FB,gemini-2_5-pro,gemini-2.5-pro,MCQ,Hard,loops,91
D76BD3B7,MCQ_math_A43D6BBA,gemini-2_5-pro,gemini-2.5-pro,MCQ,Easy,arithmetic,42
6C81E468,MCQ_8B5D99AF,gemini-2_5-pro,gemini-2.5-pro,MCQ,Hard,file_io,42
F66CC094,MCQ_ABFCBFD8,gemini-2_5-pro,gemini-2.5-pro,MCQ,Easy,control_flow,17
4D0C1A71,MCQ_96A3AC07,gemini-2_5-pro,gemini-2.5-pro,MCQ,Easy,file_io,17
BFDFD023,MCQ_B36D55E1,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,classes_and_oop,91
040A45CF,MCQ_FAEF96B0,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,control_flow,42
1B9B4258,MCQ_58FDFF77,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,control_flow,91
2A219131,MCQ_math_CE437A52,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,percentages,42
24B9B856,MCQ_math_6CDECD02,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,fractions,91
3AE7868E,MCQ_7B9D3322,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,functions,17
C2DB02D1,MCQ_math_6B9D95DC,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,geometry,17
4539D52D,MCQ_math_A3125F83,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,fractions,42
59456491,MCQ_7B87DC53,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,modules_and_imports,91
B3DB516C,MCQ_FAE9CB7D,gemini-2_5-pro,gemini-2.5-pro,MCQ,Hard,slicing and indexing,42
27E77249,MCQ_math_CCEA0A9B,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,fractions,17
4B06E939,MCQ_math_F7138025,gemini-2_5-pro,gemini-2.5-pro,MCQ,Medium,percentages,17
2677DF9E,SA_498E4EF1,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
3ECB736D,SA_BD6B8FDD,gemini-2_5-pro,gemini-2.5-pro,SA,Easy,percentages,17
A4ED93F0,SA_11DE12E0,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
AF006461,SA_7CC39B5B,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
FF13CEC9,SA_40763538,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
494B63BD,SA_C6095AB2,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
B4895D95,SA_53E2290D,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
DD81697E,SA_624E8D2A,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
36CDC511,SA_B0371E68,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,17
03180F9D,SA_5916C03F,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
00CD5A32,SA_A370FC26,gemini-2_5-pro,gemini-2.5-pro,SA,Easy,fractions,91
8507808A,SA_4828FDDF,gemini-2_5-pro,gemini-2.5-pro,SA,Easy,percentages,91
626A4F89,SA_EEB87A93,gemini-2_5-pro,gemini-2.5-pro,SA,Easy,percentages,42
1AC20D0E,SA_245A5321,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,fractions,91
866697D7,SA_3CC58EE3,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
B8DEED5B,SA_D5D58628,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
A063E7D6,SA_221BDBDD,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,42
E17C4377,SA_97F78178,gemini-2_5-pro,gemini-2.5-pro,SA,Easy,percentages,17
7A7CCEBD,SA_D873988C,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,91
9B2DA4D5,SA_933CB62E,gemini-2_5-pro,gemini-2.5-pro,SA,Medium,arithmetic,17
09D00798,TF_T_9D194EA8,gemini-2_5-pro,gemini-2.5-pro,TF,Medium,variables_and_types,42
76BAF7DE,TF_T_B7BBB0EA,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,dictionaries,17
728597DC,TF_T_0967C287,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,string methods,42
47EEA300,TF_T_F4C7B393,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,dict comprehensions,17
544DF8C3,TF_T_D34A3159,gemini-2_5-pro,gemini-2.5-pro,TF,Medium,string methods,91
DF81DB33,TF_T_1BDA2E75,gemini-2_5-pro,gemini-2.5-pro,TF,Hard,string methods,17
CB02B47E,TF_F_901139B0,gemini-2_5-pro,gemini-2.5-pro,TF,Hard,variables_and_types,91
CD54D31B,TF_T_F0DE534F,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,dictionaries,42
6B719534,TF_F_028A5C47,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,dictionaries,91
DA35DEF9,TF_T_0880FD8C,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,set operations,91
E04F4DD2,TF_T_888BBE0E,gemini-2_5-pro,gemini-2.5-pro,TF,Hard,variables_and_types,91
357173A2,TF_T_9D194EA8,gemini-2_5-pro,gemini-2.5-pro,TF,Medium,variables_and_types,91
CA1CF47A,TF_T_A56727C1,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,dictionaries,17
2D8E404E,TF_F_449B0155,gemini-2_5-pro,gemini-2.5-pro,TF,Medium,dict comprehensions,42
E4A64028,TF_T_F9276897,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,set operations,91
C1D2D3F1,TF_T_74636ABE,gemini-2_5-pro,gemini-2.5-pro,TF,Hard,list slicing and manipulation,91
CF934B65,TF_F_6CF963E9,gemini-2_5-pro,gemini-2.5-pro,TF,Hard,logical operators,17
B933C871,TF_T_74980727,gemini-2_5-pro,gemini-2.5-pro,TF,Medium,slicing,17
CCC8DE73,TF_T_037B3DA9,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,tuple immutability,42
B361F7A4,TF_F_DA9884C2,gemini-2_5-pro,gemini-2.5-pro,TF,Easy,variables_and_types,17
B7939388,Fill_3DF65287,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,91
7F32D018,Fill_1D51883B,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
134D8204,Fill_E931AACE,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,91
0CCCC593,Fill_861B7832,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
75F4E0F6,Fill_309C7BDF,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,42
CF0259A0,Fill_2F5193EA,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Easy,percentages,17
530BA02C,Fill_D1245A32,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Hard,fractions,17
3E5F74D5,Fill_0AC0E246,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,42
AF9A57CE,Fill_848202D8,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Easy,fractions,91
89F9E701,Fill_4A68E408,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
1412CE53,Fill_861B7832,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,91
8603DBE6,Fill_046A0B41,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
A923DC32,Fill_0CE68A71,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,42
0276D44D,Fill_01282F4D,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
FA1C33C1,Fill_F9838057,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,42
6D688972,Fill_3198B6FE,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Easy,fractions,42
936F1910,Fill_DD4C29F0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,fractions,42
ADE60BBB,Fill_84F7232C,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,17
EC553B66,Fill_BE785C78,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,42
2742EBCB,Fill_B8FBF6D0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,Fill,Medium,arithmetic,91
297E6B16,MCQ_6FF58C39,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,dict comprehensions,91
896181DA,MCQ_math_5868D05E,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,algebra,91
996C2F10,MCQ_math_D644BEF4,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,fractions,91
0039AAD6,MCQ_math_EF06A4BF,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,algebra,91
B952E666,MCQ_ABFCBFD8,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Easy,control_flow,17
001F149F,MCQ_math_BD6642F8,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,percentages,91
8E47A6FB,MCQ_E50388BE,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,functions,91
F2F5CED6,MCQ_6B9BF0D2,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Hard,control_flow,17
15B2168F,MCQ_EFD2680F,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Easy,list operations,42
8F330DE3,MCQ_math_D2EA5764,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,percentages,91
44436A35,MCQ_math_BDAABCA0,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,multi_step,17
810AB18A,MCQ_15CA0E9C,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,classes_and_oop,17
93C19917,MCQ_math_1771C7DF,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,fractions,42
03D028FE,MCQ_17279831,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,classes_and_oop,17
84851F35,MCQ_math_0CE0B269,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,algebra,17
B34F6001,MCQ_math_078A284B,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,geometry,42
4C6370D6,MCQ_math_A6AF3D66,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,percentages,42
8BD8B2B6,MCQ_math_0858D339,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Medium,percentages,91
3C3BA406,MCQ_E7B6DC73,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Easy,set operations,17
2F6843CC,MCQ_870FFEC3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,MCQ,Easy,loops,17
3CB9F81B,SA_537A559C,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,91
BFE57493,SA_23A82D77,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
33D40113,SA_DE1BDB78,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,91
ACBDEC8C,SA_8B54496E,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
7BC8A9B9,SA_3CC58EE3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
C1EC6BE6,SA_3CB4D5B2,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
42D3E20F,SA_CF389E4D,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
6E4A0A20,SA_11FA38BC,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
A27CAF3A,SA_8A23D6BD,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,91
3F013F65,SA_5A229403,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
452DD698,SA_8B54496E,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,91
3DDB235D,SA_0AF9FC1E,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Easy,arithmetic,17
E9B84B28,SA_14BAEE57,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
55CFDAB8,SA_009C52AB,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
94AF9832,SA_F86EDF54,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,percentages,42
5CA06077,SA_40763538,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
A1EFC151,SA_D5D58628,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
3E5D8FED,SA_8B4E24A9,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,17
F65E63FF,SA_C34B7538,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Medium,arithmetic,42
365399B2,SA_BC60F882,gpt-4o-2024-11-20,gpt-4o-2024-11-20,SA,Easy,percentages,91
B71599C6,TF_F_9E6ED2D3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,variables_and_types,91
C4EF4933,TF_F_3EF64973,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,variables_and_types,17
18255B0C,TF_T_C9713985,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Medium,dictionary comprehensions,91
B57B0871,TF_T_12BEB2D9,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,control_flow,17
3E695849,TF_F_6EF7C400,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,control_flow,42
6DC68BEA,TF_F_6E418CC3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,tuple immutability,17
DAB5D99C,TF_T_A473CD8A,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Medium,dictionaries,17
9EA8A45D,TF_F_16CA6385,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,dict comprehensions,42
A4CAFC15,TF_T_0E9A418C,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,variables_and_types,91
CA5699A6,TF_F_B8E0E31B,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,control_flow,17
DADFDCC2,TF_T_12BEB2D9,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,control_flow,91
3F8F393D,TF_F_0C624955,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Medium,string methods,17
3419CF8D,TF_F_1F953BF4,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,string methods,42
09DB6582,TF_F_028A5C47,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,dictionaries,17
DF1CE73F,TF_T_F5420C21,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,list comprehensions,42
E4BCE545,TF_F_72586590,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,lists,42
66192338,TF_T_B7BBB0EA,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,dictionaries,42
1F64F530,TF_T_10DE1E40,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,operators,17
63189E7F,TF_T_9018C38A,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Easy,list operations,42
11374E63,TF_T_81633A26,gpt-4o-2024-11-20,gpt-4o-2024-11-20,TF,Hard,dict get method,91
9ECF3F96,Fill_3DF65287,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,91
B3B4F0CF,Fill_1D51883B,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
0384099F,Fill_E931AACE,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,91
1B32B384,Fill_861B7832,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
7B738C75,Fill_309C7BDF,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,42
BAA083ED,Fill_2F5193EA,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Easy,percentages,17
DC4D4981,Fill_D1245A32,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Hard,fractions,17
0FCFD676,Fill_0AC0E246,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,42
705A9C70,Fill_848202D8,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Easy,fractions,91
54DE1B11,Fill_4A68E408,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
47A69ABC,Fill_861B7832,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,91
22215713,Fill_046A0B41,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
00690C3B,Fill_0CE68A71,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,42
3477B66C,Fill_01282F4D,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
434A003C,Fill_F9838057,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,42
C25FC856,Fill_3198B6FE,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Easy,fractions,42
15E59996,Fill_DD4C29F0,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,fractions,42
547E034E,Fill_84F7232C,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,17
6EDB73FB,Fill_BE785C78,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,42
E283E903,Fill_B8FBF6D0,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,Fill,Medium,arithmetic,91
7CD44B13,MCQ_6FF58C39,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,MCQ,Medium,dict comprehensions,91
D1A83197,MCQ_math_5868D05E,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,MCQ,Medium,algebra,91
3090B4BA,MCQ_math_D644BEF4,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,MCQ,Medium,fractions,91
B6D5F669,MCQ_math_EF06A4BF,meta-llama_Llama-3_1-70B-Instruct,meta-llama/Llama-3.1-70B-Instruct,MCQ,Medium,algebra,91
