scenario_id,condition,seed,phase,model_id,model_tag,prompt_version,generated_at,n_tutor_turns,n_learner_turns,exclusion_flag,exclusion_code,exclusion_reason,total_input_tokens,total_output_tokens,total_cost_usd,json_path
SC_0040,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:08:24.563214,12,12,False,,,12162,1278,0.043185,outputs/main/gpt-4o-2024-11-20/C2/SC_0040_91.json
SC_0046,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:30:30.478006,8,8,False,,,7069,692,0.024593,outputs/main/gpt-4o-2024-11-20/C2/SC_0046_17.json
SC_0046,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:11:22.557458,8,8,False,,,7268,748,0.02565,outputs/main/gpt-4o-2024-11-20/C2/SC_0046_42.json
SC_0046,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:11:35.116570,8,8,False,,,7257,749,0.025632,outputs/main/gpt-4o-2024-11-20/C2/SC_0046_91.json
SC_0072,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:13:10.980484,5,5,False,,,4993,828,0.020762,outputs/main/gpt-4o-2024-11-20/C2/SC_0072_17.json
SC_0072,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:13:20.380247,5,5,False,,,4912,813,0.02041,outputs/main/gpt-4o-2024-11-20/C2/SC_0072_42.json
SC_0072,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:13:29.380957,5,5,False,,,5107,868,0.021448,outputs/main/gpt-4o-2024-11-20/C2/SC_0072_91.json
SC_0097,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:16:27.728098,14,14,False,,,13011,824,0.040767,outputs/main/gpt-4o-2024-11-20/C2/SC_0097_17.json
SC_0097,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:16:43.067590,14,14,False,,,12403,671,0.037718,outputs/main/gpt-4o-2024-11-20/C2/SC_0097_42.json
SC_0097,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:17:01.905158,14,14,False,,,12706,690,0.038665,outputs/main/gpt-4o-2024-11-20/C2/SC_0097_91.json
SC_0123,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:19:51.033608,8,8,False,,,6716,571,0.0225,outputs/main/gpt-4o-2024-11-20/C2/SC_0123_17.json
SC_0123,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:20:03.534747,8,8,False,,,6651,556,0.022188,outputs/main/gpt-4o-2024-11-20/C2/SC_0123_42.json
SC_0123,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:20:17.871282,8,8,False,,,6957,650,0.023893,outputs/main/gpt-4o-2024-11-20/C2/SC_0123_91.json
SC_0132,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:35:10.173083,8,8,False,,,6819,583,0.022878,outputs/main/gpt-4o-2024-11-20/C2/SC_0132_17.json
SC_0132,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:22:18.028359,8,8,False,,,7512,751,0.02629,outputs/main/gpt-4o-2024-11-20/C2/SC_0132_42.json
SC_0132,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:22:31.344307,8,8,False,,,7422,696,0.025515,outputs/main/gpt-4o-2024-11-20/C2/SC_0132_91.json
SC_0157,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:24:03.993613,5,5,False,,,4062,452,0.014675,outputs/main/gpt-4o-2024-11-20/C2/SC_0157_17.json
SC_0157,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:24:11.467662,5,5,False,,,4019,433,0.014377,outputs/main/gpt-4o-2024-11-20/C2/SC_0157_42.json
SC_0157,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:24:18.786971,5,5,False,,,3930,408,0.013905,outputs/main/gpt-4o-2024-11-20/C2/SC_0157_91.json
SC_0192,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:26:13.747702,7,7,False,,,7841,1036,0.029962,outputs/main/gpt-4o-2024-11-20/C2/SC_0192_17.json
SC_0192,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:26:25.686490,7,7,False,,,7901,1106,0.030812,outputs/main/gpt-4o-2024-11-20/C2/SC_0192_42.json
SC_0192,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:26:45.583673,7,7,False,,,7840,1035,0.02995,outputs/main/gpt-4o-2024-11-20/C2/SC_0192_91.json
SC_0195,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:28:42.477219,4,4,False,,,3186,527,0.013235,outputs/main/gpt-4o-2024-11-20/C2/SC_0195_17.json
SC_0195,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:28:49.896653,4,4,False,,,3215,632,0.014358,outputs/main/gpt-4o-2024-11-20/C2/SC_0195_42.json
SC_0195,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:28:57.466419,4,4,False,,,3234,581,0.013895,outputs/main/gpt-4o-2024-11-20/C2/SC_0195_91.json
SC_0222,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:31:42.495009,17,17,False,,,24354,1611,0.076995,outputs/main/gpt-4o-2024-11-20/C2/SC_0222_17.json
SC_0222,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:32:14.592449,17,17,False,,,25052,1515,0.07778,outputs/main/gpt-4o-2024-11-20/C2/SC_0222_42.json
SC_0222,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:32:42.212464,17,17,False,,,26945,1910,0.086462,outputs/main/gpt-4o-2024-11-20/C2/SC_0222_91.json
SC_0243,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:37:37.508717,11,11,False,,,11708,1074,0.04001,outputs/main/gpt-4o-2024-11-20/C2/SC_0243_17.json
SC_0243,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:37:58.603276,11,11,False,,,10754,970,0.036585,outputs/main/gpt-4o-2024-11-20/C2/SC_0243_42.json
SC_0243,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:38:15.546719,11,11,False,,,11272,785,0.03603,outputs/main/gpt-4o-2024-11-20/C2/SC_0243_91.json
SC_0265,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:41:44.362251,9,9,False,,,10394,1135,0.037335,outputs/main/gpt-4o-2024-11-20/C2/SC_0265_17.json
SC_0265,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:42:01.022523,9,9,False,,,10798,1279,0.039785,outputs/main/gpt-4o-2024-11-20/C2/SC_0265_42.json
SC_0265,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:42:16.561300,9,9,False,,,10797,1279,0.039783,outputs/main/gpt-4o-2024-11-20/C2/SC_0265_91.json
SC_0292,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:45:01.991686,9,9,False,,,11433,1331,0.041892,outputs/main/gpt-4o-2024-11-20/C2/SC_0292_17.json
SC_0292,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:45:17.408826,9,9,False,,,11090,1266,0.040385,outputs/main/gpt-4o-2024-11-20/C2/SC_0292_42.json
SC_0292,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:45:30.915576,9,9,False,,,10503,1129,0.037547,outputs/main/gpt-4o-2024-11-20/C2/SC_0292_91.json
SC_0323,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:48:27.526107,5,5,False,,,4706,855,0.020315,outputs/main/gpt-4o-2024-11-20/C2/SC_0323_17.json
SC_0323,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:48:37.094272,5,5,False,,,4574,801,0.019445,outputs/main/gpt-4o-2024-11-20/C2/SC_0323_42.json
SC_0323,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:48:46.115329,5,5,False,,,4259,697,0.017618,outputs/main/gpt-4o-2024-11-20/C2/SC_0323_91.json
SC_0353,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:51:32.751197,11,11,False,,,13070,1130,0.043975,outputs/main/gpt-4o-2024-11-20/C2/SC_0353_17.json
SC_0353,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:51:50.742512,11,11,False,,,13848,1276,0.04738,outputs/main/gpt-4o-2024-11-20/C2/SC_0353_42.json
SC_0353,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T02:52:09.031025,11,11,False,,,14238,1308,0.048675,outputs/main/gpt-4o-2024-11-20/C2/SC_0353_91.json
SC_0393,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:36:14.586229,10,10,False,,,11879,1214,0.041837,outputs/main/gpt-4o-2024-11-20/C2/SC_0393_17.json
SC_0393,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T03:26:11.800632,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0393_42.json
SC_0393,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T03:29:59.392235,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0393_91.json
SC_0404,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:31:59.641387,7,7,False,,,7530,980,0.028625,outputs/main/gpt-4o-2024-11-20/C2/SC_0404_17.json
SC_0404,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T03:53:11.198804,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0404_42.json
SC_0404,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T03:55:50.902898,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0404_91.json
SC_0407,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T04:23:11.220944,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0407_17.json
SC_0407,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T04:27:22.456540,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0407_42.json
SC_0407,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T04:31:32.561736,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0407_91.json
SC_0409,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:04:13.617649,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0409_17.json
SC_0409,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:06:07.581201,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0409_42.json
SC_0409,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:08:00.642050,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0409_91.json
SC_0448,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:36:05.776182,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0448_17.json
SC_0448,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:40:16.131429,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0448_42.json
SC_0448,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T05:44:26.550692,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0448_91.json
SC_0487,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:15:36.116678,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0487_17.json
SC_0487,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:17:07.110609,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0487_42.json
SC_0487,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:18:38.961145,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0487_91.json
SC_0505,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:44:25.940224,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0505_17.json
SC_0505,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:48:35.902452,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0505_42.json
SC_0505,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T06:52:47.031091,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0505_91.json
SC_0527,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T07:31:30.631706,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0527_17.json
SC_0527,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T07:34:56.031363,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0527_42.json
SC_0527,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T07:38:20.391839,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0527_91.json
SC_0553,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:14:01.213803,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0553_17.json
SC_0553,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:17:47.975177,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0553_42.json
SC_0553,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:21:36.418389,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0553_91.json
SC_0557,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:50:29.144760,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0557_17.json
SC_0557,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:52:00.063400,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0557_42.json
SC_0557,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T08:53:31.412160,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0557_91.json
SC_0558,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T09:14:47.676501,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0558_17.json
SC_0558,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T09:17:49.970612,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0558_42.json
SC_0558,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T09:20:52.903405,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0558_91.json
SC_0561,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T09:55:50.807751,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0561_17.json
SC_0561,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:00:00.936304,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0561_42.json
SC_0561,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:04:10.872076,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0561_91.json
SC_0570,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:32:50.806791,4,4,False,,,3549,591,0.014782,outputs/main/gpt-4o-2024-11-20/C2/SC_0570_17.json
SC_0570,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:33:49.413514,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0570_42.json
SC_0570,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:35:20.376571,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0570_91.json
SC_0605,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:50:31.655592,6,6,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0605_17.json
SC_0605,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:52:48.245443,6,6,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0605_42.json
SC_0605,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T10:55:05.423180,6,6,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0605_91.json
SC_0688,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:19:24.791785,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0688_17.json
SC_0688,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:22:04.830836,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0688_42.json
SC_0688,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:24:44.638625,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0688_91.json
SC_0725,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:46:45.441898,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0725_17.json
SC_0725,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:48:16.543215,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0725_42.json
SC_0725,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T11:49:48.177023,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0725_91.json
SC_0736,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:33:30.985335,8,8,False,,,6917,578,0.023073,outputs/main/gpt-4o-2024-11-20/C2/SC_0736_17.json
SC_0736,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T12:08:02.112832,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0736_42.json
SC_0736,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T12:11:05.047201,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0736_91.json
SC_0746,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T12:39:57.065146,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0746_17.json
SC_0746,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T12:44:07.050059,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0746_42.json
SC_0746,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T12:48:17.760300,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0746_91.json
SC_0795,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:19:24.126854,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0795_17.json
SC_0795,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:20:55.354857,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0795_42.json
SC_0795,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:22:26.489042,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0795_91.json
SC_0800,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:39:08.675701,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0800_17.json
SC_0800,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:41:02.656259,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0800_42.json
SC_0800,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T13:42:57.107132,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0800_91.json
SC_0809,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:15:35.427963,14,14,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0809_17.json
SC_0809,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:20:55.270517,14,14,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/gpt-4o-2024-11-20/C2/SC_0809_42.json
SC_0809,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:22:45.911983,14,14,True,E1,≥2 empty/short turns in dialogue,16474,1344,0.054625,outputs/main/gpt-4o-2024-11-20/C2/SC_0809_91.json
SC_0871,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:27:13.588542,4,4,False,,,3231,680,0.014878,outputs/main/gpt-4o-2024-11-20/C2/SC_0871_17.json
SC_0871,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:27:20.227811,4,4,False,,,3051,505,0.012678,outputs/main/gpt-4o-2024-11-20/C2/SC_0871_42.json
SC_0871,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:27:25.964844,4,4,False,,,3138,558,0.013425,outputs/main/gpt-4o-2024-11-20/C2/SC_0871_91.json
SC_0900,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:29:46.534869,10,10,False,,,10424,1042,0.03648,outputs/main/gpt-4o-2024-11-20/C2/SC_0900_17.json
SC_0900,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:30:06.302066,10,10,False,,,10538,1072,0.037065,outputs/main/gpt-4o-2024-11-20/C2/SC_0900_42.json
SC_0900,C2,91,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:30:26.755514,10,10,False,,,10213,982,0.035353,outputs/main/gpt-4o-2024-11-20/C2/SC_0900_91.json
SC_0921,C2,17,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T01:29:40.424641,6,6,False,,,5117,733,0.020123,outputs/main/gpt-4o-2024-11-20/C2/SC_0921_17.json
SC_0921,C2,42,main,gpt-4o-2024-11-20,gpt-4o-2024-11-20,v1.0,2026-05-16T14:33:06.515626,6,6,False,,,5324,760,0.02091,outputs/main/gpt-4o-2024-11-20/C2/SC_0921_42.json
