item_id,qtype,domain,concept,difficulty,persona,model_id,model_tag,seed,demographic_context,generated_at,correct,grade_method,input_tokens,output_tokens,latency_ms,cost_usd,error
MCQ_D0549E51,MCQ,python_programming,functions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:43.053950,,ungraded,279,44,1991.3,0.000411,
MCQ_D126EA80,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:14.893790,,ungraded,279,73,1645.3,0.000498,
MCQ_D153EF80,MCQ,python_programming,modules,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:25.461302,,ungraded,279,50,1621.5,0.000429,
MCQ_D21A6A46,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:43:33.143570,1.0,pattern_match,281,88,2234.1,0.000545,
MCQ_D2E7C60A,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:47:38.773943,,ungraded,279,50,1380.6,0.000429,
MCQ_D3418A01,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:31.898849,,ungraded,279,59,1557.9,0.000456,
MCQ_D41CDD1F,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:26.632766,1.0,pattern_match,281,81,2023.8,0.000524,
MCQ_D46E0AFF,MCQ,python_programming,exceptions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:07.910522,1.0,pattern_match,279,88,2241.8,0.000543,
MCQ_D73D5648,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:49.886160,1.0,pattern_match,279,75,1555.2,0.000504,
MCQ_D767C7D4,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:44.584556,,ungraded,279,64,1530.0,0.000471,
MCQ_D7D54EBE,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:27.409304,,ungraded,279,65,1564.1,0.000474,
MCQ_D8991C79,MCQ,python_programming,functions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:04.566767,,ungraded,279,44,1351.9,0.000411,
MCQ_DBD86A88,MCQ,python_programming,data_types,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:43:55.931541,1.0,pattern_match,281,76,1959.4,0.000509,
MCQ_DE4BC6D8,MCQ,python_programming,operators,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:35.963223,1.0,pattern_match,279,97,2114.0,0.00057,
MCQ_DEC98591,MCQ,python_programming,modules,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:45:20.020675,,ungraded,279,73,2121.4,0.000498,
MCQ_DF356201,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:57.530793,1.0,pattern_match,281,77,2150.4,0.000512,
MCQ_E0C72DB0,MCQ,python_programming,functions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:45:02.311721,,ungraded,279,50,1448.2,0.000429,
MCQ_E3AC433B,MCQ,python_programming,classes,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:55.656322,,ungraded,279,86,1689.9,0.000537,
MCQ_E4A22990,MCQ,python_programming,exceptions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:45:34.658165,,ungraded,279,76,2371.1,0.000507,
MCQ_E89C7FA5,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:44.109269,1.0,pattern_match,281,91,1759.3,0.000554,
MCQ_E98AA9E9,MCQ,python_programming,dictionaries,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:16.908866,,ungraded,280,77,2014.5,0.000511,
MCQ_EA78E700,MCQ,python_programming,data_types,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:29.253779,1.0,pattern_match,281,78,1843.8,0.000515,
MCQ_EB50AE4E,MCQ,python_programming,classes,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:20.451091,1.0,pattern_match,279,72,1528.8,0.000495,
MCQ_EB92D2AA,MCQ,python_programming,dictionaries,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:19.344803,,ungraded,280,50,2011.8,0.00043,
MCQ_EE60D33A,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:01.729518,,ungraded,281,92,1965.6,0.000557,
MCQ_EF8EAB78,MCQ,python_programming,operators,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:47:46.040214,,ungraded,279,63,1575.4,0.000468,
MCQ_F1A3CBAC,MCQ,python_programming,functions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:45:47.965059,,ungraded,279,53,9182.4,0.000438,
MCQ_F1A5FD4F,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:13.157531,,ungraded,279,54,1408.3,0.000441,
MCQ_F35D65BB,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:23.838881,1.0,pattern_match,281,86,1756.8,0.000539,
MCQ_F3751949,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:06.719531,,ungraded,279,90,1717.8,0.000549,
MCQ_F4B4E073,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:35.526018,,ungraded,279,50,2167.7,0.000429,
MCQ_F982F5CB,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:43:40.639713,,ungraded,279,59,1575.6,0.000456,
MCQ_FA160E72,MCQ,python_programming,modules,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:44:42.606154,,ungraded,279,103,2009.1,0.000588,
MCQ_FA1EB184,MCQ,python_programming,loops,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:43:53.971354,,ungraded,279,68,1709.7,0.000483,
MCQ_FA58CF0C,MCQ,python_programming,classes,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:46:35.922591,,ungraded,279,48,1445.2,0.000423,
MCQ_FC1BC7A9,MCQ,python_programming,exceptions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:24.608250,,ungraded,279,73,2012.0,0.000498,
MCQ_FC9AA6B7,MCQ,python_programming,classes,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:47:10.248726,,ungraded,279,71,1618.2,0.000492,
MCQ_FD096B41,MCQ,python_programming,dictionaries,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:37.213556,,ungraded,280,71,1686.4,0.000493,
MCQ_FD41BF5A,MCQ,python_programming,lists,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:00.174246,,ungraded,279,68,1566.9,0.000483,
MCQ_FD567263,MCQ,python_programming,dictionaries,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:48:54.052907,,ungraded,280,53,1324.5,0.000439,
MCQ_FDBD4579,MCQ,python_programming,file_io,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:45:17.898433,,ungraded,281,76,2590.3,0.000509,
MCQ_math_007C34B6,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:25.985219,1.0,pattern_match,288,77,1947.7,0.000519,
MCQ_math_0394FAF8,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:58.402580,1.0,pattern_match,288,82,1500.1,0.000534,
MCQ_math_03DFE3ED,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:36.534930,1.0,pattern_match,289,83,1669.2,0.000538,
MCQ_math_04A1EEE2,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:29.184644,1.0,pattern_match,325,191,3000.5,0.000898,
MCQ_math_05D905B3,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:36.351162,,ungraded,287,78,3621.6,0.000521,
MCQ_math_05F5E338,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:35.622686,1.0,pattern_match,288,72,1876.9,0.000504,
MCQ_math_06CB5B0B,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:42.973582,0.0,pattern_match,288,82,1804.5,0.000534,
MCQ_math_078A284B,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:09.291523,1.0,pattern_match,287,82,2888.2,0.000533,
MCQ_math_07AD216C,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:00.590028,1.0,pattern_match,288,76,1613.9,0.000516,
MCQ_math_0858D339,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:37.681671,,ungraded,288,60,2042.1,0.000468,
MCQ_math_09A28BB3,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:37.315092,1.0,pattern_match,307,187,4295.9,0.000868,
MCQ_math_0ADC0F71,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:20.285012,1.0,pattern_match,287,91,1903.9,0.00056,
MCQ_math_0AF9423F,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:48.694183,1.0,pattern_match,287,70,1580.2,0.000497,
MCQ_math_0B655E31,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:30.491993,1.0,pattern_match,288,80,1505.3,0.000528,
MCQ_math_0CDEB5A6,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:37.261564,1.0,pattern_match,305,164,2441.6,0.000797,
MCQ_math_0CE0B269,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:18.379764,1.0,pattern_match,288,75,1637.1,0.000513,
MCQ_math_0D17F84A,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:03.833388,1.0,pattern_match,288,72,1734.8,0.000504,
MCQ_math_0D6017DE,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:25.730004,,ungraded,287,59,1393.9,0.000464,
MCQ_math_0D88DADC,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:31.596742,1.0,pattern_match,319,123,2411.3,0.000688,
MCQ_math_0EE68E2C,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:23.248432,1.0,pattern_match,288,77,1808.0,0.000519,
MCQ_math_0FD970C4,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:44.951699,1.0,pattern_match,334,128,2233.9,0.000718,
MCQ_math_1066A6B6,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:06.402461,1.0,pattern_match,288,76,1784.8,0.000516,
MCQ_math_10715E89,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:21.439805,1.0,pattern_match,289,67,1489.9,0.00049,
MCQ_math_1158225E,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:19.949150,1.0,pattern_match,288,76,1604.8,0.000516,
MCQ_math_1249EDD2,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:07.336420,1.0,pattern_match,332,144,2481.3,0.000764,
MCQ_math_130D8E71,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:02.118826,0.0,pattern_match,334,156,2451.8,0.000802,
MCQ_math_139B69F5,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:13.187080,1.0,pattern_match,289,85,1925.1,0.000544,
MCQ_math_13EE2386,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:53.530092,1.0,pattern_match,289,91,1766.3,0.000562,
MCQ_math_167836AB,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:04.928838,1.0,pattern_match,289,74,1574.6,0.000511,
MCQ_math_1771C7DF,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:54.463726,1.0,pattern_match,303,127,2155.0,0.000684,
MCQ_math_18C73075,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:05.445104,1.0,pattern_match,288,75,1610.4,0.000513,
MCQ_math_194F2BF1,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:40.855218,1.0,pattern_match,288,75,1686.6,0.000513,
MCQ_math_19D05EE3,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:06.093106,1.0,pattern_match,341,141,2644.6,0.000764,
MCQ_math_19F2FFC0,MCQ,mathematics,percentages,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:00.248483,1.0,pattern_match,342,137,2153.9,0.000753,
MCQ_math_1B7FB0BF,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:26.798544,1.0,pattern_match,335,134,2574.0,0.000737,
MCQ_math_1BC4A42B,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:09.954580,1.0,pattern_match,335,200,3175.9,0.000935,
MCQ_math_1CA310C8,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:39.384302,1.0,pattern_match,289,72,1345.1,0.000505,
MCQ_math_1F6B206A,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:01.469952,1.0,pattern_match,287,70,1428.9,0.000497,
MCQ_math_20388C2F,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:40.344380,1.0,pattern_match,345,155,3081.9,0.00081,
MCQ_math_2079EEC6,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:18.343511,1.0,pattern_match,287,70,1522.7,0.000497,
MCQ_math_20DD5D96,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:03.353607,1.0,pattern_match,288,98,1881.5,0.000582,
MCQ_math_2186853F,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:53.361552,1.0,pattern_match,287,70,1757.6,0.000497,
MCQ_math_21D68574,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:33.018209,0.0,pattern_match,334,149,2591.2,0.000781,
MCQ_math_220B08D0,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:59.080835,1.0,pattern_match,373,182,3489.8,0.000919,
MCQ_math_22E2ED70,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:00.039101,1.0,pattern_match,288,76,1596.7,0.000516,
MCQ_math_25378A0C,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:10.011517,1.0,pattern_match,287,70,1807.8,0.000497,
MCQ_math_26307FFE,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:47.893635,1.0,pattern_match,288,76,2044.0,0.000516,
MCQ_math_29A1F3D4,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:30.147460,1.0,pattern_match,289,76,2382.2,0.000517,
MCQ_math_2C220DE5,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:15.777621,1.0,pattern_match,344,106,2070.7,0.000662,
MCQ_math_2DC59F38,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:25.023885,1.0,pattern_match,288,64,1478.5,0.00048,
MCQ_math_2E0D6C2A,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:46.196893,,ungraded,288,60,1601.9,0.000468,
MCQ_math_2E109B1D,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:47.994558,1.0,pattern_match,288,90,2362.6,0.000558,
MCQ_math_2F337304,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:58.441669,1.0,pattern_match,288,66,1749.9,0.000486,
MCQ_math_2FB42B68,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:49.120976,1.0,pattern_match,288,76,1722.4,0.000516,
MCQ_math_30E1575A,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:31.122621,1.0,pattern_match,288,83,1701.1,0.000537,
MCQ_math_326B22A5,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:11.753866,1.0,pattern_match,380,167,3114.9,0.000881,
MCQ_math_33C33196,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:52.702300,1.0,pattern_match,288,71,1737.9,0.000501,
MCQ_math_349550CE,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:13.706038,1.0,pattern_match,327,156,3815.2,0.000795,
MCQ_math_37B616C7,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:41.804401,,ungraded,288,60,1747.7,0.000468,
MCQ_math_37F3A2B4,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:29.420474,1.0,pattern_match,289,76,1690.1,0.000517,
MCQ_math_3858CFE3,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:36.723609,1.0,pattern_match,342,143,2839.1,0.000771,
MCQ_math_39DE6E1E,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:01.333342,1.0,pattern_match,289,80,1646.1,0.000529,
MCQ_math_3AA62608,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:09.889940,1.0,pattern_match,303,170,2552.9,0.000813,
MCQ_math_3B0C66E8,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:30.425350,1.0,pattern_match,333,130,2602.9,0.000723,
MCQ_math_3B10D3B7,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:41.885747,1.0,pattern_match,375,171,5161.3,0.000888,
MCQ_math_3B11326A,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:04.616811,1.0,pattern_match,288,77,1694.5,0.000519,
MCQ_math_3BDB9CEB,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:59.686450,,ungraded,288,60,1916.8,0.000468,
MCQ_math_3CC06615,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:57.699916,1.0,pattern_match,288,80,1707.0,0.000528,
MCQ_math_3CE21CCD,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:26.269215,,ungraded,287,40,1346.1,0.000407,
MCQ_math_3D6DA41A,MCQ,mathematics,arithmetic,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:03.447732,1.0,pattern_match,354,165,4366.3,0.000849,
MCQ_math_3DE6D76F,MCQ,mathematics,geometry,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:21.539928,1.0,pattern_match,345,149,2510.9,0.000792,
MCQ_math_3F478A9C,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:27.729553,,ungraded,288,60,1459.4,0.000468,
MCQ_math_40A739CE,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:53.338826,1.0,pattern_match,287,88,1965.1,0.000551,
MCQ_math_40F3614A,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:49.775677,1.0,pattern_match,287,91,1879.9,0.00056,
MCQ_math_41503C83,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:51.372058,1.0,pattern_match,288,75,1895.5,0.000513,
MCQ_math_44420BF7,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:38.293003,1.0,pattern_match,288,79,1515.6,0.000525,
MCQ_math_45090BC8,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:44.593010,1.0,pattern_match,287,70,1617.6,0.000497,
MCQ_math_4517D956,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:32.637543,1.0,pattern_match,372,161,2746.4,0.000855,
MCQ_math_456F2BF0,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:04.888750,1.0,pattern_match,288,76,1758.0,0.000516,
MCQ_math_459B9E52,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:41.575935,1.0,pattern_match,289,83,1675.2,0.000538,
MCQ_math_4901CFC8,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:10.510999,,ungraded,287,78,1759.7,0.000521,
MCQ_math_490DAB86,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:43.604095,,ungraded,288,60,1516.9,0.000468,
MCQ_math_4A15910F,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:32.111800,1.0,pattern_match,322,111,2411.5,0.000655,
MCQ_math_4ACD9C94,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:03.130081,1.0,pattern_match,288,79,1796.1,0.000525,
MCQ_math_4B28D708,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:01.179169,1.0,pattern_match,288,98,2012.9,0.000582,
MCQ_math_4B999DB9,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:14.424867,1.0,pattern_match,342,169,3052.4,0.000849,
MCQ_math_4CDC6D71,MCQ,mathematics,geometry,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:51.207474,1.0,pattern_match,393,142,2541.8,0.000819,
MCQ_math_4DF2B20D,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:49.474883,1.0,pattern_match,288,82,1567.8,0.000534,
MCQ_math_4ECD23C1,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:19.806455,1.0,pattern_match,289,82,1640.2,0.000535,
MCQ_math_4EEC0DDD,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:04.579957,1.0,pattern_match,289,82,1545.7,0.000535,
MCQ_math_4F520EF8,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:27.820363,1.0,pattern_match,347,157,2567.7,0.000818,
MCQ_math_504D97F4,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:10.858516,1.0,pattern_match,287,70,1533.0,0.000497,
MCQ_math_51E9BAC1,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:38.037092,1.0,pattern_match,288,77,2083.0,0.000519,
MCQ_math_52324656,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:20.214577,1.0,pattern_match,288,81,2322.2,0.000531,
MCQ_math_5365E719,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:21.284523,1.0,pattern_match,322,106,1851.4,0.00064,
MCQ_math_53B30C76,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:16.819906,0.0,pattern_match,288,60,1226.6,0.000468,
MCQ_math_56231476,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:08.101058,1.0,pattern_match,288,76,1881.1,0.000516,
MCQ_math_565DF3E3,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:27.273792,0.0,pattern_match,341,169,2931.5,0.000848,
MCQ_math_56A05B9F,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:56.140482,1.0,pattern_match,288,80,1853.3,0.000528,
MCQ_math_57CA7BCE,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:45.737537,1.0,pattern_match,289,79,1548.9,0.000526,
MCQ_math_583C7916,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:51.602113,1.0,pattern_match,288,77,1824.2,0.000519,
MCQ_math_5868D05E,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:16.141633,1.0,pattern_match,288,75,1510.8,0.000513,
MCQ_math_5A66B193,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:47.939141,1.0,pattern_match,289,72,2010.0,0.000505,
MCQ_math_5A7EB171,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:13.781638,1.0,pattern_match,321,115,2026.8,0.000666,
MCQ_math_5D20A101,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:05.728681,1.0,pattern_match,289,76,1612.2,0.000517,
